Project_ID,Project_Name,Project_Type,Team_Size,Budget,Duration,Tech_Stack,Project_Phase,Risk_Description,Risk_Category,Risk_Severity,Risk_Impact,Risk_Status,Mitigation_Strategy,Outcome
P00152,Project 152,AI / IoT,9,492,9,"C#, SQL Server",Perencanaan,Kurangnya dokumentasi,Waktu,High,Low,Potensial,Redundansi sensor dan buffer data,Tertunda
P00153,Project 153,Web Dev,9,731,12,"PHP, MySQL",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,High,Medium,Terjadi,Fix bug dan ulang UAT,Gagal
P00154,Project 154,ERP,14,559,12,"Docker, Jenkins, Python",Eksekusi,Modul pembayaran gagal terkoneksi,Waktu,Low,High,Terjadi,Audit ulang pipeline,Tertunda
P00155,Project 155,Enterprise,13,507,14,"Java, SAP",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Low,High,Terjadi,Redundansi sensor dan buffer data,Berhasil
P00156,Project 156,AI,4,858,7,"PHP, MySQL",Penutupan,Salah konfigurasi pipeline CI/CD,Scope,Medium,High,Terjadi,Audit ulang pipeline,Berhasil
P00157,Project 157,Mobile App,14,525,14,"C#, SQL Server",Eksekusi,Developer utama mengundurkan diri,Teknis,Low,High,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P00158,Project 158,AI,3,404,6,"Laravel, MySQL",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Low,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P00159,Project 159,AI / IoT,12,808,14,"React, Node.js, MongoDB",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,Low,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P00160,Project 160,ERP,13,554,4,"Flutter, Firebase",Eksekusi,Server downtime during deployment,Teknis,Medium,High,Potensial,Workshop bersama stakeholder,Gagal
P00161,Project 161,Enterprise,4,593,14,"React, Node.js, MongoDB",Penutupan,Error sistem saat UAT,Teknis,High,Low,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P00162,Project 162,ERP,10,570,14,"Python, TensorFlow",Eksekusi,Error sistem saat UAT,SDM,Low,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P00163,Project 163,Mobile App,8,211,6,"Docker, Jenkins, Python",Perencanaan,Error sistem saat UAT,Scope,Low,High,Terjadi,Tambahkan fallback koneksi & testing,Tertunda
P00164,Project 164,Enterprise,10,932,4,"PHP, MySQL",Perencanaan,Modul pembayaran gagal terkoneksi,Teknis,Medium,High,Potensial,Workshop bersama stakeholder,Tertunda
P00165,Project 165,ERP,11,964,11,"PHP, MySQL",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Medium,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P00166,Project 166,Enterprise,10,552,7,"Flutter, Firebase",Perencanaan,Error sistem saat UAT,SDM,Low,High,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P00167,Project 167,Infrastruktur,11,796,12,"PHP, MySQL",Perencanaan,Developer utama mengundurkan diri,Scope,High,Medium,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P00168,Project 168,AI / IoT,11,924,12,"PHP, MySQL",Perencanaan,Kurangnya dokumentasi,Waktu,Low,Low,Potensial,Audit ulang pipeline,Gagal
P00169,Project 169,Enterprise,13,436,4,"AWS, Python",Perencanaan,Salah konfigurasi pipeline CI/CD,Scope,Medium,Low,Terjadi,Rekrut developer pengganti sementara,Berhasil
P00170,Project 170,AI,6,146,14,"React, Node.js, MongoDB",Perencanaan,Estimasi waktu yang tidak realistis,Teknis,High,High,Potensial,Audit ulang pipeline,Tertunda
P00171,Project 171,Enterprise,8,828,7,"Python, TensorFlow",Eksekusi,Error sistem saat UAT,SDM,Low,Medium,Terjadi,Redundansi sensor dan buffer data,Berhasil
P00172,Project 172,ERP,14,667,8,"PHP, MySQL",Perencanaan,Modul pembayaran gagal terkoneksi,Teknis,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Gagal
P00173,Project 173,Infrastruktur,8,500,8,"Docker, Jenkins, Python",Penutupan,Server downtime during deployment,Scope,Low,Medium,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P00174,Project 174,Infrastruktur,9,101,9,"Laravel, MySQL",Eksekusi,Modul pembayaran gagal terkoneksi,SDM,Low,High,Terjadi,Redundansi sensor dan buffer data,Tertunda
P00175,Project 175,AI / IoT,15,406,14,"Java, SAP",Perencanaan,Dataset tidak cukup representatif,Scope,Medium,High,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P00176,Project 176,Web Dev,13,915,7,"Python, Node-RED",Perencanaan,Developer utama mengundurkan diri,Waktu,High,Medium,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P00177,Project 177,Enterprise,10,889,12,"Flutter, Firebase",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,High,High,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P00178,Project 178,Web Dev,7,678,16,"C#, SQL Server",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Medium,High,Terjadi,Redundansi sensor dan buffer data,Gagal
P00179,Project 179,AI / IoT,8,878,12,"Docker, Jenkins, Python",Eksekusi,Sensor gagal mengirim data real-time,Teknis,Medium,High,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P00180,Project 180,ERP,13,592,8,"Python, Node-RED",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,High,Medium,Potensial,Rekrut developer pengganti sementara,Gagal
P00181,Project 181,AI,8,262,10,"PHP, MySQL",Perencanaan,Server downtime during deployment,Scope,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P00182,Project 182,AI,8,584,13,"Docker, Jenkins, Python",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,Medium,Medium,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P00183,Project 183,Mobile App,6,966,9,"PHP, MySQL",Penutupan,Error sistem saat UAT,Teknis,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P00184,Project 184,Web Dev,12,495,9,"C#, SQL Server",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Medium,Medium,Terjadi,Redundansi sensor dan buffer data,Gagal
P00185,Project 185,Mobile App,14,736,14,"Java, SAP",Penutupan,Dataset tidak cukup representatif,Waktu,Low,Medium,Potensial,Rekrut developer pengganti sementara,Berhasil
P00186,Project 186,ERP,9,393,5,"AWS, Python",Eksekusi,Estimasi waktu yang tidak realistis,Scope,Low,High,Potensial,Tambahkan data latih dari proyek sebelumnya,Berhasil
P00187,Project 187,ERP,3,894,13,"PHP, MySQL",Penutupan,Kurangnya dokumentasi,Scope,Medium,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P00188,Project 188,AI,15,259,15,"React, Node.js, MongoDB",Perencanaan,Error sistem saat UAT,Waktu,Medium,Low,Terjadi,Fix bug dan ulang UAT,Berhasil
P00189,Project 189,ERP,8,599,11,"React, Node.js, MongoDB",Eksekusi,Sensor gagal mengirim data real-time,Teknis,High,High,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P00190,Project 190,AI,14,506,5,"Laravel, MySQL",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,SDM,Medium,High,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P00191,Project 191,Infrastruktur,7,157,15,"PHP, MySQL",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Medium,Medium,Potensial,Audit ulang pipeline,Berhasil
P00192,Project 192,Enterprise,12,554,16,"Flutter, Firebase",Penutupan,Salah konfigurasi pipeline CI/CD,Waktu,Medium,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P00193,Project 193,Web Dev,12,730,14,"Python, TensorFlow",Penutupan,Developer utama mengundurkan diri,Scope,Low,Low,Terjadi,Workshop bersama stakeholder,Gagal
P00194,Project 194,ERP,15,200,4,"AWS, Python",Perencanaan,Sensor gagal mengirim data real-time,SDM,High,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P00195,Project 195,AI / IoT,3,610,8,"C#, SQL Server",Penutupan,Developer utama mengundurkan diri,Teknis,Low,High,Potensial,Audit ulang pipeline,Berhasil
P00196,Project 196,Infrastruktur,5,667,5,"Flutter, Firebase",Penutupan,Kurangnya dokumentasi,Teknis,Medium,High,Terjadi,Redundansi sensor dan buffer data,Tertunda
P00197,Project 197,ERP,6,576,13,"Java, SAP",Perencanaan,Modul pembayaran gagal terkoneksi,Scope,Medium,Low,Potensial,Rekrut developer pengganti sementara,Gagal
P00198,Project 198,AI / IoT,7,720,9,"C#, SQL Server",Penutupan,Developer utama mengundurkan diri,Scope,High,Low,Terjadi,Audit ulang pipeline,Tertunda
P00199,Project 199,Enterprise,5,234,8,"Python, Node-RED",Eksekusi,Salah konfigurasi pipeline CI/CD,Scope,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P00200,Project 200,Enterprise,8,991,6,"AWS, Python",Perencanaan,Estimasi waktu yang tidak realistis,Teknis,High,High,Potensial,Workshop bersama stakeholder,Tertunda
P00201,Project 201,Infrastruktur,12,459,16,"Flutter, Firebase",Eksekusi,Kurangnya dokumentasi,Teknis,Low,Medium,Terjadi,Redundansi sensor dan buffer data,Berhasil
P00202,Project 202,AI,11,310,11,"Flutter, Firebase",Perencanaan,Developer utama mengundurkan diri,Scope,Medium,Medium,Potensial,Tambahkan data latih dari proyek sebelumnya,Tertunda
P00203,Project 203,ERP,5,463,16,"Python, TensorFlow",Perencanaan,Dataset tidak cukup representatif,Waktu,Medium,Low,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P00204,Project 204,Enterprise,6,841,13,"Python, Node-RED",Perencanaan,Error sistem saat UAT,Scope,Low,Medium,Potensial,Workshop bersama stakeholder,Gagal
P00205,Project 205,AI / IoT,8,834,16,"Laravel, MySQL",Perencanaan,Kurangnya dokumentasi,Waktu,High,Low,Potensial,Rekrut developer pengganti sementara,Tertunda
P00206,Project 206,Mobile App,12,106,16,"Flutter, Firebase",Penutupan,Salah konfigurasi pipeline CI/CD,Waktu,High,Low,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P00207,Project 207,AI / IoT,4,174,8,"Docker, Jenkins, Python",Perencanaan,Sensor gagal mengirim data real-time,Scope,High,Medium,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P00208,Project 208,AI / IoT,12,180,8,"Docker, Jenkins, Python",Perencanaan,Dataset tidak cukup representatif,SDM,Low,Low,Terjadi,Redundansi sensor dan buffer data,Gagal
P00209,Project 209,ERP,5,998,4,"React, Node.js, MongoDB",Eksekusi,Error sistem saat UAT,Waktu,High,High,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P00210,Project 210,Mobile App,5,524,12,"Python, TensorFlow",Penutupan,Error sistem saat UAT,Waktu,High,Medium,Potensial,Workshop bersama stakeholder,Gagal
P00211,Project 211,Infrastruktur,6,248,5,"AWS, Python",Perencanaan,Sensor gagal mengirim data real-time,Waktu,Medium,High,Potensial,Redundansi sensor dan buffer data,Berhasil
P00212,Project 212,AI,8,670,13,"AWS, Python",Perencanaan,Estimasi waktu yang tidak realistis,Waktu,High,High,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P00213,Project 213,AI,15,425,6,"Flutter, Firebase",Eksekusi,Dataset tidak cukup representatif,Waktu,High,Low,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P00214,Project 214,Infrastruktur,6,367,6,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,High,Medium,Terjadi,Redundansi sensor dan buffer data,Tertunda
P00215,Project 215,Enterprise,13,754,9,"React, Node.js, MongoDB",Penutupan,Sensor gagal mengirim data real-time,Scope,High,Medium,Terjadi,Tambahkan fallback koneksi & testing,Tertunda
P00216,Project 216,AI / IoT,14,391,6,"PHP, MySQL",Perencanaan,Estimasi waktu yang tidak realistis,Waktu,Medium,Low,Terjadi,Audit ulang pipeline,Tertunda
P00217,Project 217,Enterprise,15,997,12,"Flutter, Firebase",Perencanaan,Estimasi waktu yang tidak realistis,Waktu,Low,High,Terjadi,Audit ulang pipeline,Berhasil
P00218,Project 218,Enterprise,10,546,13,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Medium,Medium,Potensial,Redundansi sensor dan buffer data,Berhasil
P00219,Project 219,Enterprise,13,705,12,"React, Node.js, MongoDB",Penutupan,Developer utama mengundurkan diri,Teknis,High,High,Potensial,Fix bug dan ulang UAT,Gagal
P00220,Project 220,AI / IoT,9,823,14,"React, Node.js, MongoDB",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P00221,Project 221,Enterprise,12,520,5,"Python, TensorFlow",Penutupan,Estimasi waktu yang tidak realistis,Waktu,Low,High,Potensial,Redundansi sensor dan buffer data,Tertunda
P00222,Project 222,AI,13,466,12,"PHP, MySQL",Penutupan,Error sistem saat UAT,Teknis,High,Low,Terjadi,Redundansi sensor dan buffer data,Tertunda
P00223,Project 223,AI / IoT,12,672,10,"Python, TensorFlow",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,High,Medium,Terjadi,Fix bug dan ulang UAT,Berhasil
P00224,Project 224,AI / IoT,5,185,13,"Laravel, MySQL",Penutupan,Estimasi waktu yang tidak realistis,Scope,Medium,High,Terjadi,Audit ulang pipeline,Berhasil
P00225,Project 225,ERP,8,893,7,"C#, SQL Server",Perencanaan,Developer utama mengundurkan diri,Teknis,High,Medium,Potensial,Redundansi sensor dan buffer data,Tertunda
P00226,Project 226,ERP,9,547,11,"PHP, MySQL",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Medium,Medium,Terjadi,Audit ulang pipeline,Berhasil
P00227,Project 227,Infrastruktur,8,346,9,"React, Node.js, MongoDB",Perencanaan,Dataset tidak cukup representatif,Scope,Medium,High,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P00228,Project 228,Mobile App,9,442,13,"PHP, MySQL",Eksekusi,Server downtime during deployment,Scope,Low,Low,Potensial,Revisi WBS dan perencanaan ulang,Gagal
P00229,Project 229,ERP,5,891,13,"Laravel, MySQL",Eksekusi,Dataset tidak cukup representatif,Waktu,High,Medium,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P00230,Project 230,Infrastruktur,5,349,12,"Python, Node-RED",Perencanaan,Kurangnya dokumentasi,SDM,High,High,Potensial,Tambahkan data latih dari proyek sebelumnya,Gagal
P00231,Project 231,Web Dev,11,269,12,"AWS, Python",Penutupan,Kurangnya dokumentasi,Waktu,Medium,Low,Potensial,Workshop bersama stakeholder,Berhasil
P00232,Project 232,Web Dev,10,470,12,"Python, TensorFlow",Perencanaan,Kurangnya dokumentasi,SDM,Medium,Low,Terjadi,Audit ulang pipeline,Tertunda
P00233,Project 233,AI,9,991,12,"C#, SQL Server",Eksekusi,Estimasi waktu yang tidak realistis,Scope,Low,Low,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P00234,Project 234,Mobile App,5,382,8,"Docker, Jenkins, Python",Penutupan,Error sistem saat UAT,Waktu,High,Low,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P00235,Project 235,Web Dev,9,981,5,"AWS, Python",Perencanaan,Estimasi waktu yang tidak realistis,Scope,Medium,High,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P00236,Project 236,AI / IoT,13,855,10,"Python, Node-RED",Eksekusi,Developer utama mengundurkan diri,Waktu,Medium,Medium,Potensial,Workshop bersama stakeholder,Tertunda
P00237,Project 237,ERP,10,669,7,"Python, Node-RED",Perencanaan,Estimasi waktu yang tidak realistis,Teknis,High,Low,Terjadi,Redundansi sensor dan buffer data,Berhasil
P00238,Project 238,AI,3,209,11,"Flutter, Firebase",Penutupan,Salah konfigurasi pipeline CI/CD,Waktu,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Gagal
P00239,Project 239,Web Dev,3,160,4,"Docker, Jenkins, Python",Eksekusi,Sensor gagal mengirim data real-time,Teknis,Low,Low,Potensial,Fix bug dan ulang UAT,Tertunda
P00240,Project 240,ERP,13,911,4,"Flutter, Firebase",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Scope,Medium,High,Terjadi,Fix bug dan ulang UAT,Berhasil
P00241,Project 241,ERP,9,985,12,"React, Node.js, MongoDB",Perencanaan,Server downtime during deployment,Waktu,Medium,High,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P00242,Project 242,Infrastruktur,15,119,12,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,High,Medium,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P00243,Project 243,Infrastruktur,15,714,16,"Java, SAP",Eksekusi,Dataset tidak cukup representatif,Scope,Medium,Medium,Potensial,Tambahkan fallback koneksi & testing,Gagal
P00244,Project 244,AI / IoT,6,696,16,"React, Node.js, MongoDB",Perencanaan,Estimasi waktu yang tidak realistis,Scope,Medium,Low,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P00245,Project 245,Enterprise,6,544,11,"Python, Node-RED",Eksekusi,Dataset tidak cukup representatif,SDM,Medium,Medium,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P00246,Project 246,Web Dev,14,996,10,"Java, SAP",Perencanaan,Salah konfigurasi pipeline CI/CD,Scope,Medium,Low,Potensial,Fix bug dan ulang UAT,Tertunda
P00247,Project 247,Enterprise,4,622,9,"PHP, MySQL",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,High,Medium,Terjadi,Redundansi sensor dan buffer data,Gagal
P00248,Project 248,Web Dev,3,887,10,"Docker, Jenkins, Python",Perencanaan,Modul pembayaran gagal terkoneksi,Waktu,Low,High,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P00249,Project 249,AI / IoT,5,929,5,"PHP, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,Waktu,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P00250,Project 250,AI,8,529,6,"React, Node.js, MongoDB",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,Low,Medium,Terjadi,Audit ulang pipeline,Gagal
P00251,Project 251,Infrastruktur,11,394,6,"Docker, Jenkins, Python",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Medium,Medium,Terjadi,Workshop bersama stakeholder,Tertunda
P00252,Project 252,Mobile App,6,940,15,"Python, Node-RED",Penutupan,Modul pembayaran gagal terkoneksi,Teknis,Medium,Low,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P00253,Project 253,Infrastruktur,10,592,7,"React, Node.js, MongoDB",Penutupan,Error sistem saat UAT,Teknis,High,High,Potensial,Jadwal ulang deployment pada malam hari,Gagal
P00254,Project 254,Mobile App,6,616,16,"C#, SQL Server",Perencanaan,Server downtime during deployment,Scope,Low,Medium,Potensial,Rekrut developer pengganti sementara,Tertunda
P00255,Project 255,Infrastruktur,3,430,9,"Python, TensorFlow",Penutupan,Error sistem saat UAT,Teknis,Medium,High,Potensial,Rekrut developer pengganti sementara,Tertunda
P00256,Project 256,Web Dev,12,820,13,"Python, Node-RED",Eksekusi,Salah konfigurasi pipeline CI/CD,Scope,High,Low,Potensial,Audit ulang pipeline,Tertunda
P00257,Project 257,Enterprise,15,705,7,"AWS, Python",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Low,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P00258,Project 258,AI,4,828,16,"C#, SQL Server",Eksekusi,Kurangnya dokumentasi,SDM,High,Low,Terjadi,Redundansi sensor dan buffer data,Gagal
P00259,Project 259,ERP,5,698,10,"C#, SQL Server",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,Medium,Low,Potensial,Redundansi sensor dan buffer data,Gagal
P00260,Project 260,AI / IoT,14,608,5,"AWS, Python",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,Medium,Medium,Potensial,Audit ulang pipeline,Berhasil
P00261,Project 261,ERP,8,926,8,"PHP, MySQL",Penutupan,Dataset tidak cukup representatif,SDM,Medium,Low,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P00262,Project 262,Infrastruktur,6,215,7,"React, Node.js, MongoDB",Penutupan,Error sistem saat UAT,Teknis,Medium,Low,Terjadi,Audit ulang pipeline,Gagal
P00263,Project 263,Enterprise,9,722,9,"React, Node.js, MongoDB",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Scope,High,Low,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P00264,Project 264,Enterprise,13,601,4,"Laravel, MySQL",Penutupan,Dataset tidak cukup representatif,Scope,Medium,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P00265,Project 265,AI,7,775,11,"C#, SQL Server",Eksekusi,Kurangnya dokumentasi,Waktu,Low,Medium,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P00266,Project 266,Infrastruktur,12,962,5,"Python, Node-RED",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Medium,High,Terjadi,Audit ulang pipeline,Gagal
P00267,Project 267,AI / IoT,9,121,4,"React, Node.js, MongoDB",Eksekusi,Dataset tidak cukup representatif,SDM,Low,High,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P00268,Project 268,Web Dev,5,567,16,"Flutter, Firebase",Eksekusi,Dataset tidak cukup representatif,Teknis,Low,High,Potensial,Workshop bersama stakeholder,Gagal
P00269,Project 269,Enterprise,3,383,11,"Java, SAP",Perencanaan,Sensor gagal mengirim data real-time,Waktu,High,Low,Terjadi,Audit ulang pipeline,Berhasil
